19	6	151	0
2233	2	57	0
182	23	112	0
22	17	21	0
3	8	742	0
507	2	55	0
154	25	56	0
100	83	18	0
1110	2	31	0
141	29	7	0
6	5	22	0
1574	0	1372	0
456	21	770	0
30	6	696	0
13	81	4	0
25	8	89	0
42	0	400	0
246	6	155	0
182	3	43	0
833	2	2958	0
362	14	211	0
166	6	696	0
1447	37	17	0
393	0	0	0
82	6	3827	0
141	20	11	0
2001	6	180	0
99	2	804	0
6229	3	1	0
141	4	11	0
4639	25	4269	0
21	3	63	0
4639	25	5628	0
11	9	2236	0
27	7	3386	0
27	7	3193	0
354	8	1191	0
969	0	1516	0
4	81	13	0
153	2	180	0
141	75	7	0
641	8	290	0
345	21	55	0
19	6	17	0
15	106	913	0
0	26	5	0
200	96	8	0
17	2	705	0
22	4	6	0
312	20	11	0
6	3	22	0
1021	0	6366	0
100	37	31	0
220	39	313	0
202	3	1	0
72	3	130	0
2088	8	389	0
1355	6	121	0
44	41	3	0
11	5	141	0
2043	0	93	0
7	16	0	0
1720	15	3	0
93	21	511	0
127	24	64	0
14	81	58	0
389	38	2088	0
127	31	64	0
0	16	7	0
913	28	6658	0
316	0	1	0
122	7	46	0
6620	6	180	0
154	25	3	0
270	2	16	0
55	26	0	0
484	3	1	0
1	6	7108	0
19	32	17	0
44	6	3	0
362	6	211	0
58	1	53	0
51	1	247	0
92	10	93	0
11	7	1151	0
46	6	2384	0
354	8	4015	0
913	114	15	0
19	18	17	0
21	17	22	0
290	50	389	0
53	1	58	0
3201	2	751	0
28	11	2	0
83	0	15	0
27	0	10	0
19	21	184	0
68	0	85	0
42	2	291	0
100	72	31	0
2172	3	43	0
511	21	93	0
29	6	81	0
627	0	104	0
247	1	51	0
456	10	31	0
7	15	0	0
2233	2	182	0
1683	33	5	0
64	28	357	0
142	33	1	0
969	4	5	0
5	5	969	0
48	0	9	1
2352	6	7098	1
0	2	269	1
2490	0	2739	1
212	1	4	1
43	5	182	1
141	75	7	1
1396	11	104	1
19	6	17	1
234	4	0	1
382	9	11	1
4065	7	1113	1
389	2	99	1
1998	18	99	1
80	16	0	1
2674	0	8	1
20	6	86	1
324	7	2	1
295	3	220	1
14	22	1	1
9	26	2	1
57	4	43	1
310	3	1041	1
0	15	80	1
32	18	340	1
277	0	226	1
757	7	264	1
0	5	234	1
607	0	86	1
100	3	18	1
331	13	2	1
31	52	18	1
1262	29	252	1
0	26	57	1
100	163	578	1
638	0	197	1
22	1	6	1
141	8	7	1
21	1	22	1
0	7	11	1
1448	132	157	1
1041	0	310	1
429	18	144	1
54	21	187	1
8	0	87	1
2	2	467	1
2096	7	1611	1
5290	11	2555	1
1669	8	2688	1
22	12	6	1
29	6	81	1
103	3	3766	1
230	22	1218	1
5824	2	15	1
277	51	211	1
25	69	173	1
805	2	2	1
104	11	1396	1
499	12	43	1
7	0	5	1
577	0	698	1
362	14	61	1
331	0	9	1
10	12	0	1
4089	0	56	1
2	8	9	1
584	0	9	1
143	0	20	1
2715	1	606	1
43	5	57	1
6	12	22	1
206	9	1555	1
64	109	645	1
1073	0	2731	1
307	10	2	1
51	1	247	1
1004	6	3827	1
10	8	27	1
21	5	212	1
950	0	18	1
242	25	628	1
362	6	122	1
295	0	220	1
3386	32	28	1
100	14	536	1
251	19	76	1
1669	50	1730	1
40	8	33	1
708	23	9	1
1417	33	78	1
21	3	22	1
197	8	309	1
197	0	9	1
606	1	2715	1
308	0	512	1
83	97	15	1
106	6	2	1
189	2	234	1
32	34	16	1
510	9	42	1
503	0	11	1
138	11	64	1
3794	40	2	1
229	6	325	1
229	30	325	1
3	2	524	1
63	5	6	1
7	8	630	1
2172	24	43	1
100	83	18	1
9	0	591	1
31	100	18	1
4962	100	153	1
230	2	1218	1
141	0	11	1
